ID,title,rating,ratingLevel,ratingDescription,release year,user rating score,user rating size,genre,title,length,On air Status
708,Fantasia,G,General Audiences. Suitable for all ages.,35,1940,81,80,Comedy,Fantasia,2h 5m,1941
619,An American Tail,G,General Audiences. Suitable for all ages.,35,1986,81,80,Comedy,An American Tail,1h 20m,1986
936,Pooh's Grand Adventure: The Search for Christopher Robin,G,General Audiences. Suitable for all ages.,35,1997,81,82,Crime,Pooh's Grand Adventure: The Search for Christopher Robin,1h 16m,1997
577,FernGully 2: The Magical Rescue,G,General Audiences. Suitable for all ages.,35,1998,80,82,Romance,FernGully 2: The Magical Rescue,1h 15m,1998
725,Balto 2: Wolf Quest,G,General Audiences. Suitable for all ages.,35,2001,86,82,ActionandCrime,Balto 2: Wolf Quest,1h 16m,2002
935,Balto,G,General Audiences. Suitable for all ages.,35,1995,83,80,Comedy,Balto,1h 18m,1995
619,Back to the Secret Garden,G,General Audiences. Suitable for all ages.,35,2002,95,82,FantasyandHorror,Back to the Secret Garden,1h 40m,2000
977,The Brave Little Toaster Goes to Mars,G,General Audiences. Suitable for all ages.,35,1998,95,82,Crime,The Brave Little Toaster Goes to Mars,1h 13m,1998
588,The Brave Little Toaster to the Rescue,G,General Audiences. Suitable for all ages.,35,1997,86,82,FantasyandHorror,The Brave Little Toaster to the Rescue,1h 14m,1999
726,An American Tail: The Mystery of the Night Monster,G,General Audiences. Suitable for all ages.,35,1999,95,82,Sci-Fi,An American Tail: The Mystery of the Night Monster,1h 18m,2000
906,An American Tail: Fievel Goes West,G,General Audiences. Suitable for all ages.,35,1991,82,82,Mystery,An American Tail: Fievel Goes West,1h 15m,1991
654,The Last Unicorn,G,General Audiences. Suitable for all ages.,35,1982,81,82,Fantasy,The Last Unicorn,1h 32m,1982
904,Brother Bear 2,G,General Audiences. Suitable for all ages.,35,2006,81,80,Mystery,Brother Bear 2,1h 14m,2006
762,The Fox and the Hound 2,G,General Audiences. Suitable for all ages.,35,2006,91,82,AnimationandCrime,The Fox and the Hound 2,1h 9m,2006
639,Jetsons: The Movie,G,General Audiences. Suitable for all ages.,35,1990,92,82,Animation,Jetsons: The Movie,1h 22m,1990
800,A Monster in Paris,PG,some action violence involving gunplay and mild rude humor,60,2011,81,82,Thriller,A Monster in Paris,1h 30m,2011
991,The Gruffalo,TV-Y,Suitable for all ages.,10,2009,94,82,Animation,The Gruffalo,27m,2010
975,DreamWorks How to Train Your Dragon Legends,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2011,91,82,ActionandCrime,DreamWorks How to Train Your Dragon Legends,57m,2010
893,Ernest & Celestine,PG,some scary moments,60,2012,95,82,Sci-Fi,Ernest & Celestine,1h 20m,2014
785,Animaniacs,TV-Y7,Suitable for children ages 7 and older,41,1997,74,80,FantasyandHorror,Animaniacs,21m,1993-1998
873,Disney Animation Collection: Vol. 4: The Tortoise and the Hare,TV-G,Suitable for all ages.,35,2009,89,82,Mystery,Disney Animation Collection: Vol. 4: The Tortoise and the Hare,21m,On air 
572,PopPixie,TV-G,Suitable for all ages.,35,2011,68,82,Animation,PopPixie,13m,On air 
867,Jack and the Cuckoo-Clock Heart,PG,scary images suggestive material some language and smoking,60,2013,88,82,Musical,Jack and the Cuckoo-Clock Heart,1h 34m,2014
911,The Pirate Fairy,G,General Audiences. Suitable for all ages.,35,2014,81,80,Drama,The Pirate Fairy,1h 18m,2014
646,Axel: The Biggest Little Hero,PG,some scary images perilous action sequences and mild rude humor,60,2013,85,82,Action,Axel: The Biggest Little Hero,1h 230m,2013
674,The Adventures of Figaro Pho,TV-Y7,Suitable for children ages 7 and older,41,2015,67,82,Action,The Adventures of Figaro Pho,30m,2012
628,The Boxcar Children,G,General Audiences. Suitable for all ages.,35,2014,94,82,ActionAdventure,The Boxcar Children,1h 26m,2014
731,Pet Pals in Windland,TV-G,Suitable for all ages.,35,2014,81,82,Biography,Pet Pals in Windland,1h 20m,2015
695,Alpha and Omega: Dino Digs,TV-G,Suitable for all ages.,35,2016,81,82,Action,Alpha and Omega: Dino Digs,47m,2016
937,Quackerz,PG,rude and suggestive humor and some action,60,2016,88,82,Drama,Quackerz,1h 21m,2016
973,Hatched,TV-Y7,Suitable for children ages 7 and older,41,2013,81,82,Horror,Hatched,1h 11m,2013
890,Blinky Bill: The Movie,PG,some rude humor,60,2015,70,82,ActionAdventure,Blinky Bill: The Movie,1h 33m,2019
900,FernGully: The Last Rainforest,G,General Audiences. Suitable for all ages.,35,1992,93,80,Action,FernGully: The Last Rainforest,1h 16m,1992
979,The Lizzie McGuire Movie,PG,mild thematic elements,60,2003,72,82,Action,The Lizzie McGuire Movie,1h 34m,2003
730,Recess: Taking the Fifth Grade,G,General Audiences. Suitable for all ages.,35,2003,81,82,Animation,Recess: Taking the Fifth Grade,1h 2m,2003
809,The Very Hungry Caterpillar and Other Stories,TV-Y,Suitable for all ages.,10,1993,90,82,Crime,The Very Hungry Caterpillar and Other Stories,31m,On air 
523,The Hero of Color City,G,General Audiences. Suitable for all ages.,35,2014,92,82,Action,The Hero of Color City,1h 17m,2015
924,The Little Engine That Could,G,General Audiences. Suitable for all ages.,35,2011,97,82,Comedy,The Little Engine That Could,1h 23m,2011
913,Delhi Safari,PG,violence and menacing action rude humor suggestive content and thematic elements,60,2012,81,82,Drama,Delhi Safari,1h 36m,2012
551,Pound Puppies,TV-Y,Suitable for all ages.,10,2013,72,82,Crime,Pound Puppies,30m,2010-2013
602,Monster Math Squad,TV-G,Suitable for all ages.,35,2012,81,82,Comedy,Monster Math Squad,30m,On air 
889,Care Bears: Welcome to Care-a-Lot,TV-Y,Suitable for all ages.,10,2012,92,82,Documentary,Care Bears: Welcome to Care-a-Lot,30m,2012
748,Clifford's Puppy Days,TV-Y,Suitable for all ages.,10,2003,96,82,Mystery,Clifford's Puppy Days,30m,On air 
729,Dinosaur King,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,42,2008,81,82,Drama,Dinosaur King,30m,2007-2008
759,Ribbit,PG,some peril,60,2014,81,82,Comedy,Ribbit,1h 28m,2014
958,Rooster Doodle-doo,TV-G,Suitable for all ages.,35,2014,81,82,Biography,Rooster Doodle-doo,1h 20m,2014
866,My Animal Friends,TV-Y,Suitable for all ages.,10,2013,77,82,Comedy,My Animal Friends,15m,On air 
604,Worms,PG,Parental guidance suggested. May not be suitable for children.,60,2013,81,82,Drama,Worms,1h 20m,2015
664,Puffin Rock,TV-Y,Suitable for all ages.,10,2016,81,82,Biography,Puffin Rock,7m,On air 
554,The Mr. Peabody and Sherman Show,TV-Y7,Suitable for children ages 7 and older,41,2017,81,82,Thriller,The Mr. Peabody and Sherman Show,23m,2015-2017
776,Zoobabu,TV-Y,Suitable for all ages.,10,2010,61,82,Action,Zoobabu,23m,2010-2015
936,Gon,TV-G,Suitable for all ages.,35,2013,86,82,Comedy,Gon,25m,2012-2013
637,Sid the Science Kid: The Movie,TV-Y,Suitable for all ages.,10,2012,80,82,Comedy,Sid the Science Kid: The Movie,27m,On air 
700,LEGO Jurassic World: The Indominus Escape,TV-Y7,Suitable for children ages 7 and older,41,2016,95,82,Drama,LEGO Jurassic World: The Indominus Escape,24m,On air 
503,Harry and the Hendersons,PG,Parental guidance suggested. May not be suitable for children.,60,1987,67,80,Comedy,Harry and the Hendersons,1h 50m,1987
828,Cats & Dogs,PG,animal action and humor,60,2001,80,82,Comedy,Cats & Dogs,1h 27m,2001
690,Atlantis: The Lost Empire,PG,action violence,60,2001,95,80,Animation,Atlantis: The Lost Empire,1h 35m,2001
652,Tarzan & Jane,G,General Audiences. Suitable for all ages.,35,2002,95,82,Crime,Tarzan & Jane,1h 15m,2002
908,Atlantis: Milo's Return,G,General Audiences. Suitable for all ages.,35,2003,64,80,Comedy,Atlantis: Milo's Return,1h 10m,2003
723,Batched,G,General Audiences. Suitable for all ages.,35,2000,68,82,Comedy,Batched,1h 58m,2017
942,Winnie the Pooh: Springtime with Roo,G,General Audiences. Suitable for all ages.,35,2004,85,82,Comedy,Winnie the Pooh: Springtime with Roo,1h 5m,2004
612,Pooh's Heffalump Movie,G,General Audiences. Suitable for all ages.,35,2005,92,82,Comedy,Pooh's Heffalump Movie,1h 8m,2005
902,Kronk's New Groove,G,General Audiences. Suitable for all ages.,35,2005,85,82,Comedy,Kronk's New Groove,1h 15m,2005
688,Corpse Bride,PG,some scary images and action and brief mild language,60,2005,81,80,Horror,Corpse Bride,1h 17m,2005
993,Disney Animation Collection: Vol. 2: Three Little Pigs,TV-G,Suitable for all ages.,35,2009,94,82,Crime,Disney Animation Collection: Vol. 2: Three Little Pigs,9m,2009
685,Underdogs,PG,Parental guidance suggested. May not be suitable for children.,60,2013,91,82,Documentary,Underdogs,1h 32m,2004
770,Yellowbird,PG,Parental guidance suggested. May not be suitable for children.,60,2014,74,82,Horror,Yellowbird,1h 30m,2015
854,Mr. Magoo,PG,mild language and action sequences,60,1997,68,82,Comedy,Mr. Magoo,1h 27m,1997
502,Air Bud: World Pup,G,General Audiences. Suitable for all ages.,35,2000,56,82,Crime,Air Bud: World Pup,14m,2013
647,Baby's Day Out,PG,mild language and comic action,60,1994,81,80,Drama,Baby's Day Out,1h 39m,1994
582,Blank Check,PG,Parental guidance suggested. May not be suitable for children.,60,1994,81,80,Comedy,Blank Check,1h 33m,1994
753,Heavyweights,PG,some rude language and pranks,60,1995,81,80,Fantasy,Heavyweights,1h 40m,1995
705,Inspector Gadget 2,G,General Audiences. Suitable for all ages.,35,2003,88,82,FantasyandHorror,Inspector Gadget 2,1h 29m,2003
505,Air Bud: Spikes Back,G,General Audiences. Suitable for all ages.,35,2003,81,82,Crime,Air Bud: Spikes Back,1h 27m,2003
731,D2: The Mighty Ducks,PG,some mild language and rough hockey action,60,1994,81,80,Animation,D2: The Mighty Ducks,1h 46m,1994
646,Honey I Shrunk the Kids,PG,Parental guidance suggested. May not be suitable for children.,60,1989,67,80,Animation,Honey I Shrunk the Kids,1h 33m,1989
948,Air Buddies,PG,some mild rude humor,60,2006,82,82,Drama,Air Buddies,1 20m,2006
885,Dr. Dolittle: Tail to the Chief,PG,brief mild language and some rude behavior,60,2008,85,82,Comedy,Dr. Dolittle: Tail to the Chief,1h 25m,2008
939,Flicka 2,PG,some reckless behavior,60,2010,70,82,Fantasy,Flicka 2,1h 36m,2010
976,H2O: Just Add Water,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2009,81,80,FantasyandHorror,H2O: Just Add Water,23m,2006-2010
988,Dolphin Tale,PG,some mild thematic elements,60,2011,81,82,Crime,Dolphin Tale,1h 53m,2011
504,Step Dogs,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2013,81,82,Animation,Step Dogs,1h 22m,2014
894,Mia and Me,TV-Y,Suitable for all ages.,10,2015,71,82,Animation,Mia and Me,20m,On air 
1000,Russell Madness,PG,some rude humor and sports action,60,2015,78,82,Animation,Russell Madness,1h 32m,2015
873,Wiener Dog Internationals,G,General Audiences. Suitable for all ages.,35,2015,72,82,Animation,Wiener Dog Internationals,1h 32m,2015
901,Pup Star,G,General Audiences. Suitable for all ages.,35,2016,81,82,ActionAdventure,Pup Star,1h 32m,2016
674,Precious Puppies,TV-G,Suitable for all ages.,35,2003,83,82,Comedy,Precious Puppies,53m,2003
699,Beary Tales,TV-G,Suitable for all ages.,35,2013,74,82,Comedy,Beary Tales,51m,2013
944,Mirzapur,TV-G,Action crime thrilles. Not suitable for all ages.,45,2018,81,80,Crime,Mirzapur,1h ,On air 
901,Sacred games,TV-G,Action crime thrilles. Not suitable for all ages.,51,2018,82,78,Romance,Sacred games,50m,On air 
570,TVF Pitchers,PG,Action crime thrilles. Not suitable for all ages.,60,2015,82,80,ActionandCrime,TVF Pitchers,40m,2015
515,Inside Edge,TV-Y7,Action crime thrilles. Not suitable for all ages.,45,2017,82,81,Comedy,Inside Edge,45m,On air 
918,Permanent Roomates,PG,Action crime thrilles. Not suitable for all ages.,70,2014,82,83,FantasyandHorror,Permanent Roomates,21m,On air 
590,Flames,G,Action crime thrilles. Not suitable for all ages.,8,2018,81,80,Crime,Flames,20m,On air 
903,College Romance,PG,Action crime thrilles. Not suitable for all ages.,40,2018,81,82,FantasyandHorror,College Romance,30m,On air 
950,Breathe,G,Action crime thrilles. Not suitable for all ages.,32,2018,81,82,Sci-Fi,Breathe,45m,On air 
814,Bang Baaja Baarat,TV-Y,Action crime thrilles. Not suitable for all ages.,35,2015,67,80,Mystery,Bang Baaja Baarat,20m,On air 
508,Baked,G,Action crime thrilles. Not suitable for all ages.,35,2015,81,80,Fantasy,Baked,23m,On air 
794,The Aam Aadmi family,G,Action crime thrilles. Not suitable for all ages.,40,2016,88,80,Mystery,The Aam Aadmi family,1h,On air 
762,A.I.S.H.A,PG,Action crime thrilles. Not suitable for all ages.,45,2016,81,80,AnimationandCrime,A.I.S.H.A,2h 6m,2010
664,TVF Tripling,TV-Y,Action crime thrilles. Not suitable for all ages.,55,2016,81,80,Animation,TVF Tripling,30m,On air 
619,TVF Bachelors,TV-G,Action crime thrilles. Not suitable for all ages.,10,2016,81,82,Thriller,TVF Bachelors,35m,On air 
932,Yeh Meri Family,TV-Y,Action crime thrilles. Not suitable for all ages.,25,2018,74,95,Animation,Yeh Meri Family,30m,On air 
747,Lakho Mein Ek,TV-Y,Action crime thrilles. Not suitable for all ages.,15,2017,74,90,ActionandCrime,Lakho Mein Ek,1h ,On air 
840,Engineering girls,TV-Y7-FV,Action crime thrilles. Not suitable for all ages.,18,2018,81,60,Sci-Fi,Engineering girls,1h,On air 
753,Fathers,PG,Action crime thrilles. Not suitable for all ages.,43,2017,65,72,FantasyandHorror,Fathers,1h 36m,2016
